eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps,test_eplenmean,test_eprewmean
103.15,2.180000066757202,95.89,0.8600000143051147,995.0,0.018363961949944496,0.218505859375,2.0760953426361084,-0.025600837543606758,0.1730824112892151,0.5342164933681488,92.0,23552.0,1531.9308667679998,1507328.0,101.7,0.5099999904632568
102.78,2.069999933242798,100.26,0.25,989.0,0.020291274413466454,0.23236083984375,2.0704476833343506,-0.027996132150292397,0.09519626945257187,0.6724976003170013,93.0,23808.0,1548.5323636459998,1523712.0,97.89,0.5799999833106995
111.9,2.1700000762939453,94.72,0.8799999952316284,992.0,0.019890321418642998,0.2320149689912796,2.0629632472991943,-0.02902529388666153,0.10171788185834885,0.6615939736366272,94.0,24064.0,1565.089263254,1540096.0,88.51,0.38999998569488525
108.71,2.3299999237060547,106.98,0.3499999940395355,992.0,0.02066223882138729,0.2361653596162796,2.0721113681793213,-0.024398071691393852,0.10130965709686279,0.6838687360286713,95.0,24320.0,1581.6374043119995,1556480.0,91.72,0.4099999964237213
109.35,2.240000009536743,95.41,0.7099999785423279,995.0,0.019844092428684235,0.2379557341337204,2.0617003440856934,-0.031563978642225266,0.07615551352500916,0.7372868657112122,96.0,24576.0,1598.1428012699998,1572864.0,87.28,0.6000000238418579
109.07,2.359999895095825,95.74,-0.03999999910593033,992.0,0.02031654119491577,0.2376912385225296,2.0531399250030518,-0.030624283477663994,0.10271147638559341,0.692115306854248,97.0,24832.0,1614.688932527999,1589248.0,94.47,0.4399999976158142
101.1,1.8700000047683716,100.24,0.49000000953674316,993.0,0.020681148394942284,0.2297566682100296,2.082479238510132,-0.030167890712618828,0.09780492633581161,0.6427866518497467,98.0,25088.0,1631.2132497519997,1605632.0,93.64,0.36000001430511475
108.1,2.059999942779541,116.69,0.6399999856948853,989.0,0.01982974447309971,0.223876953125,2.064642906188965,-0.029944943264126778,0.10793059319257736,0.6645200550556183,99.0,25344.0,1647.8070675199997,1622016.0,100.36,0.8899999856948853
111.79,2.2899999618530273,100.71,0.25999999046325684,997.0,0.02005002461373806,0.2308756560087204,2.074094295501709,-0.028956711292266846,0.0998811423778534,0.6985927224159241,100.0,25600.0,1664.277796762999,1638400.0,93.4,0.6600000262260437
115.55,2.5799999237060547,109.53,0.9599999785423279,992.0,0.02060779370367527,0.2355143278837204,2.0256459712982178,-0.032290589064359665,0.09549180418252945,0.708858847618103,101.0,25856.0,1680.821945620999,1654784.0,109.96,1.0499999523162842
117.35,2.299999952316284,103.38,0.6000000238418579,994.0,0.01916658878326416,0.2127685546875,2.013471841812134,-0.029076604172587395,0.13238073885440826,0.593779057264328,102.0,26112.0,1697.3383730339992,1671168.0,111.99,0.7799999713897705
111.67,2.259999990463257,115.97,0.550000011920929,990.0,0.020762989297509193,0.23797607421875,2.0052249431610107,-0.029459143057465553,0.10410208255052567,0.6764103174209595,103.0,26368.0,1713.9130570569996,1687552.0,102.75,0.7200000286102295
109.02,2.2899999618530273,106.55,0.6100000143051147,990.0,0.01996558904647827,0.23345947265625,2.0169756412506104,-0.029489144682884216,0.08014430850744247,0.7059375643730164,104.0,26624.0,1730.5026012149992,1703936.0,118.81,0.9599999785423279
104.54,2.4000000953674316,103.19,0.46000000834465027,993.0,0.021837346255779266,0.2474568635225296,2.038379192352295,-0.030237166211009026,0.10334444046020508,0.6783771514892578,105.0,26880.0,1747.027407738,1720320.0,98.84,0.8700000047683716
107.05,2.759999990463257,90.12,0.25999999046325684,996.0,0.01759599894285202,0.2124837189912796,2.038559675216675,-0.0290528517216444,0.07919041067361832,0.7414621412754059,106.0,27136.0,1763.5153138450005,1736704.0,104.3,1.2200000286102295
108.29,2.4100000858306885,94.14,0.25999999046325684,985.0,0.022295543923974037,0.2335408478975296,2.0053491592407227,-0.03132019564509392,0.09135741740465164,0.6890776455402374,107.0,27392.0,1780.1797235590002,1753088.0,100.43,0.5199999809265137
106.81,2.049999952316284,93.31,0.5099999904632568,996.0,0.020987974479794502,0.2392374724149704,1.9989091157913208,-0.02946087159216404,0.119895339012146,0.6890143156051636,108.0,27648.0,1796.6660756460005,1769472.0,99.46,0.8500000238418579
